Member State,Card ID,Descriptor of the value chain,Reference mountain chain,Reference mountain landscape,LAU,CTR Code,Effective LAU o NUTS,Centroid,Shape
ITALY_UNIMOL & UNIPI,VC_35_IT,'Di Iorio' is a old (by 1750) artisanal confectionery in Southern Italy specialized in nougat production.,Southern Apennines - Campanian Apennines,Pietradefusi,64072,IT,064072,POINT (14.885699166926148 41.047617749623676),"POLYGON ((14.872049 41.058814, 14.901577 41.067761, 14.898995 41.0443, 14.905916 41.037738, 14.902154 41.03279, 14.890671 41.026782, 14.888503 41.028959, 14.878006 41.035082, 14.88078 41.042092, 14.876076 41.046685, 14.871197 41.041414, 14.863169 41.041586, 14.857297 41.045587, 14.872049 41.058814))"
ITALY_UNIMOL & UNIPI,VC_36_IT,Caciocavallo cheese form southern Dauni mountains ,Southern Appennines,Monteleone di Puglia,71032,IT,071032,POINT (15.251048253153598 41.157348020566495),"POLYGON ((15.26246 41.197593, 15.270708 41.176919, 15.282967 41.168711, 15.290949 41.157779, 15.280544 41.147399, 15.277513 41.136055, 15.27905 41.123809, 15.263831 41.113413, 15.25547 41.11774, 15.247596 41.127285, 15.237807 41.139151, 15.217624 41.144095, 15.209544 41.15197, 15.21028 41.166653, 15.22043 41.17447, 15.22358 41.181908, 15.247596 41.193612, 15.249183 41.194386, 15.26246 41.197593))"
ITALY_UNIMOL & UNIPI,VC_39_IT,apples and derivatives and other agricoltural products,Eastern Alps -        Julian Alps,Pulfero,30086,IT,030086,POINT (13.474792842947027 46.187768876078884),"POLYGON ((13.517667 46.179933, 13.511932 46.166366, 13.504614 46.167793, 13.496768 46.165372, 13.488164 46.158248, 13.48617 46.146497, 13.481506 46.140966, 13.475435 46.139124, 13.47247 46.133877, 13.459853 46.135402, 13.459796 46.145179, 13.453867 46.153631, 13.446147 46.154722, 13.44865 46.158194, 13.444843 46.171581, 13.434994 46.185004, 13.429183 46.186167, 13.423357 46.206054, 13.445954 46.213311, 13.447581 46.216502, 13.445177 46.224866, 13.455104 46.225856, 13.491487 46.222959, 13.504242 46.215795, 13.527718 46.2184, 13.529462 46.212214, 13.519848 46.20601, 13.513988 46.193391, 13.518129 46.189174, 13.517667 46.179933))"
ITALY_UNIMOL & UNIPI,VC_43_IT,A cooperative dairy of local farmers enhancing local traditional cheese production.,Eastern Alps -        Julian Alps,Malborghetto Valbruna,30054,IT,030054,POINT (13.439291323275086 46.50925347463061),"POLYGON ((13.478542 46.417486, 13.465795 46.418074, 13.433535 46.435868, 13.439449 46.452509, 13.454271 46.458129, 13.459765 46.463262, 13.455233 46.474898, 13.441591 46.472885, 13.423017 46.476593, 13.413473 46.473017, 13.400516 46.473712, 13.389443 46.47786, 13.367845 46.489481, 13.369716 46.497568, 13.366765 46.503096, 13.378997 46.516781, 13.373703 46.52533, 13.375418 46.532822, 13.348865 46.554471, 13.350563 46.560663, 13.362893 46.570065, 13.36987 46.568059, 13.369271 46.574334, 13.372988 46.578643, 13.388643 46.576416, 13.407062 46.570957, 13.408549 46.561763, 13.423485 46.558575, 13.472777 46.55745, 13.50425 46.566304, 13.506457 46.556493, 13.514796 46.548814, 13.519895 46.546901, 13.521152 46.539316, 13.510028 46.534049, 13.508144 46.527781, 13.493778 46.525929, 13.490118 46.522113, 13.498992 46.510239, 13.493284 46.505476, 13.496482 46.498897, 13.492399 46.466188, 13.494754 46.454548, 13.490886 46.439756, 13.495666 46.427094, 13.49386 46.423308, 13.478542 46.417486))"
ITALY_UNIMOL & UNIPI,VC_44_IT,Processed pork meat,Cottian Alps,Rossana,4197,IT,004197,POINT (7.412914838650909 44.53246314934359),"POLYGON ((7.426997 44.557246, 7.449574 44.554651, 7.453166 44.540737, 7.450392 44.532715, 7.440868 44.522478, 7.421438 44.516733, 7.411392 44.516205, 7.407272 44.518681, 7.396887 44.512222, 7.377965 44.517638, 7.357814 44.517766, 7.365577 44.53473, 7.37971 44.535581, 7.391286 44.531539, 7.399916 44.533514, 7.408169 44.538008, 7.417593 44.552232, 7.426997 44.557246))"
ITALY_UNIMOL & UNIPI,VC_46_IT,Dairy industry,Eastern Alps,Bolzano,21008,IT,021008,POINT (11.348640330747145 46.48602039497572),"POLYGON ((11.288142 46.506935, 11.31198 46.507105, 11.330512 46.519882, 11.345357 46.522432, 11.354135 46.529331, 11.36426 46.527257, 11.357328 46.515856, 11.358946 46.511593, 11.366682 46.5087, 11.387886 46.507883, 11.389027 46.501754, 11.407836 46.500831, 11.422884 46.492817, 11.432759 46.494109, 11.4237 46.489231, 11.410355 46.49372, 11.392404 46.493973, 11.397939 46.484209, 11.405433 46.47886, 11.408258 46.466884, 11.416495 46.459888, 11.40792 46.453508, 11.393574 46.456873, 11.382969 46.45035, 11.377526 46.452222, 11.366927 46.462888, 11.365522 46.467942, 11.357913 46.472472, 11.344813 46.465035, 11.330884 46.463434, 11.322544 46.456231, 11.320657 46.445505, 11.308493 46.447003, 11.30704 46.449121, 11.301944 46.457365, 11.30363 46.468007, 11.300457 46.471892, 11.301401 46.478319, 11.283513 46.494271, 11.275421 46.497842, 11.288142 46.506935))"
ITALY_UNIMOL & UNIPI,VC_47_IT,organic eggs,Cottian Alps,Dronero,4082,IT,004082,POINT (7.329998452533812 44.45519967843965),"POLYGON ((7.320555 44.432334, 7.307381 44.42454, 7.288335 44.429163, 7.275135 44.444411, 7.243331 44.433471, 7.234287 44.436157, 7.230415 44.469582, 7.236632 44.468861, 7.241962 44.472626, 7.244525 44.469066, 7.254271 44.469752, 7.267698 44.473163, 7.288976 44.468061, 7.296924 44.475782, 7.318514 44.466307, 7.338323 44.462991, 7.349018 44.472344, 7.356644 44.486141, 7.375735 44.470007, 7.399389 44.467219, 7.439079 44.479523, 7.442899 44.480188, 7.445049 44.476548, 7.442782 44.462367, 7.43854 44.457496, 7.411421 44.443474, 7.400451 44.44089, 7.394288 44.44593, 7.386029 44.443007, 7.370779 44.446918, 7.361414 44.440291, 7.34649 44.443367, 7.335807 44.436929, 7.323722 44.436144, 7.320555 44.432334))"
ITALY_UNIMOL & UNIPI,VC_48_IT,"With a open-air grazing in a regional natural park, it is produced and processed high-quality milk.",Eastern Alps - Vicentine Alps,Bosco Chiesanuova,23011,IT,023011,POINT (11.046343612981088 45.65380176755561),"POLYGON ((11.016495 45.705727, 11.041493 45.706759, 11.056163 45.717549, 11.071733 45.704753, 11.094534 45.69332, 11.108676 45.694959, 11.103781 45.668092, 11.095913 45.670083, 11.090805 45.66403, 11.063715 45.649281, 11.060197 45.639274, 11.065305 45.632744, 11.064982 45.626566, 11.043661 45.59981, 11.05147 45.584534, 11.042151 45.580928, 11.033045 45.587668, 11.016763 45.587573, 11.00968 45.591773, 10.996828 45.592826, 10.999999 45.604295, 11.011362 45.638494, 11.011421 45.648809, 11.015696 45.652818, 11.028391 45.679962, 11.016396 45.692457, 11.016495 45.705727))"
ITALY_UNIMOL & UNIPI,VC_50_IT,The production is about particular cow cheeses and butter,Southern Alps -   Brescia Prealps,Vobarno,17204,IT,017204,POINT (10.501248374919374 45.6710939237506),"POLYGON ((10.517046 45.726556, 10.530986 45.71847, 10.545241 45.7158, 10.535054 45.706058, 10.553386 45.698606, 10.551595 45.684795, 10.531962 45.675151, 10.53478 45.67029, 10.532518 45.647529, 10.53051 45.640887, 10.522862 45.6354, 10.490448 45.623306, 10.480741 45.628669, 10.471322 45.628226, 10.464547 45.639196, 10.449445 45.647185, 10.44087 45.66021, 10.439577 45.668054, 10.451734 45.675217, 10.474425 45.673044, 10.482616 45.676815, 10.482953 45.6842, 10.477234 45.692055, 10.493246 45.697439, 10.495718 45.710769, 10.505812 45.72073, 10.517046 45.726556))"
ITALY_UNIMOL & UNIPI,VC_52_IT,"Bovine meat of race Limousine and flour from corn ""ottofile""",Northern Apennines,Santa Margherita di Staffora,18142,IT,018142,POINT (9.234166369296055 44.74334283285553),"POLYGON ((9.235106 44.716344, 9.232694 44.702224, 9.241705 44.686546, 9.221432 44.683452, 9.200074 44.686099, 9.207799 44.702318, 9.203516 44.722221, 9.210472 44.732364, 9.213573 44.752333, 9.210562 44.760162, 9.210763 44.776772, 9.236862 44.789476, 9.245579 44.782488, 9.262744 44.78382, 9.280266 44.777894, 9.286998 44.772482, 9.285923 44.759413, 9.278536 44.762831, 9.266892 44.762974, 9.258211 44.746473, 9.247068 44.740914, 9.238371 44.740427, 9.238356 44.732031, 9.233409 44.723692, 9.235106 44.716344))"
ITALY_UNIMOL & UNIPI,VC_53_IT,"Honey, including millefiori of alpine flora, and jams ",Southern Alps -   Brescia Prealps,Muscoline,17116,IT,017116,POINT (10.467361771729188 45.558029085768446),"POLYGON ((10.491478 45.556182, 10.48426 45.55185, 10.484531 45.544039, 10.466783 45.538743, 10.458528 45.548812, 10.436514 45.549721, 10.441846 45.555856, 10.444316 45.560243, 10.453585 45.564757, 10.456698 45.572258, 10.482533 45.577037, 10.485391 45.573302, 10.482545 45.562666, 10.491478 45.556182))"
ITALY_UNIMOL & UNIPI,VC_54_IT,"A red corn flour called “melga dei bobè""",Southern Alps -   Brescia Prealps,Ceto,17050,IT,017050,POINT (10.412146761714105 45.993829111321375),"POLYGON ((10.453449 45.976536, 10.448846 45.964408, 10.430839 45.959993, 10.401013 45.976051, 10.382029 45.990026, 10.334862 45.993358, 10.342374 46.002547, 10.342277 46.009462, 10.345898 46.015495, 10.343478 46.022467, 10.351667 46.025877, 10.358292 46.010583, 10.383956 46.002478, 10.401746 46.00588, 10.416433 46.00094, 10.460744 46.027334, 10.47216 46.02146, 10.457991 46.009176, 10.457478 45.997532, 10.453034 45.988187, 10.453449 45.976536))"
GERMANY_VINIDEA,VC_01_DE,"Wines of Winningen, Mosel Valley ",Rhenish Massif,Winningen,7137230,DE,07137230,POINT (7.512516174904089 50.321999013087165),"POLYGON ((7.502764 50.330372, 7.508728 50.330778, 7.513678 50.336958, 7.516856 50.334282, 7.526284 50.335319, 7.53242 50.331312, 7.533383 50.322456, 7.515703 50.309134, 7.502152 50.308465, 7.487814 50.319326, 7.502764 50.330372))"
France_VINIDEA,VC_01_FR,Savoi- the Reconquest of the winemakers,Rhône-Alpes,Jongieux,73140,FR,73140,POINT (5.800817862989193 45.73671084797564),"POLYGON ((5.78042 45.742915, 5.783587 45.745204, 5.786081 45.743956, 5.786202 45.745889, 5.791232 45.74713, 5.797557 45.748511, 5.801213 45.748353, 5.81134 45.749841, 5.813224 45.74708, 5.823169 45.732499, 5.813224 45.728652, 5.809592 45.727247, 5.804954 45.726084, 5.796137 45.721854, 5.793428 45.721712, 5.786141 45.729678, 5.78042 45.742915))"
SLOVENIA_VINIDEA,VC_01_SL,Vipava valley orange wines ,Karst Plateau,Ajdovščina,SI 001,,,POINT (13.905237912 45.888356136),
ITALY_VINIDEA,VC_23_IT,"Alto Trentino, organic wine production for premium wines",Eastern Alps,Trento,22205,IT,022205,POINT (11.110634327688045 46.06125586225096),"POLYGON ((11.092918 45.993244, 11.100083 46.00471, 11.095519 46.012585, 11.081114 46.022704, 11.066279 46.021475, 11.058149 46.025195, 11.048108 46.015214, 11.044645 45.995878, 11.035859 45.981488, 11.032103 45.986781, 11.027525 46.014518, 11.027497 46.04618, 11.021448 46.049387, 11.025941 46.056407, 11.022327 46.07132, 11.027862 46.077142, 11.026903 46.087814, 11.031002 46.091175, 11.038345 46.084928, 11.051509 46.088936, 11.069226 46.103831, 11.076691 46.112352, 11.078214 46.119214, 11.082997 46.122456, 11.081969 46.125027, 11.093259 46.131577, 11.116247 46.137834, 11.118845 46.141253, 11.123294 46.147483, 11.132604 46.150181, 11.153093 46.149159, 11.162025 46.152115, 11.16497 46.139298, 11.163681 46.125047, 11.163031 46.122456, 11.15341 46.1087, 11.155162 46.098319, 11.169239 46.090631, 11.173788 46.085751, 11.172512 46.082002, 11.189685 46.071691, 11.193682 46.059839, 11.187423 46.043622, 11.187841 46.032144, 11.181494 46.025524, 11.166416 46.022825, 11.158434 46.01722, 11.163996 46.012234, 11.164609 46.004194, 11.158009 46.000674, 11.158708 45.980447, 11.145899 45.976901, 11.134717 45.97762, 11.124878 45.984945, 11.110356 45.982668, 11.114589 45.988701, 11.092918 45.993244))"
ITALY_VINIDEA,VC_26_IT,Wine & Tourism 1,Western Alps,Morgex,7044,IT,007044,POINT (7.018816813053591 45.75398795424011),"POLYGON ((6.995877 45.696217, 6.990143 45.699059, 6.984333 45.70769, 6.985769 45.714596, 6.983225 45.719327, 6.988144 45.732023, 6.973448 45.740376, 6.985112 45.748296, 6.988028 45.757568, 6.994891 45.760757, 7.004568 45.786261, 7.009543 45.789457, 7.02399 45.806032, 7.029818 45.809946, 7.034724 45.80926, 7.05388 45.783514, 7.055665 45.776235, 7.050958 45.762832, 7.059093 45.756498, 7.058636 45.75061, 7.052843 45.741729, 7.035606 45.731377, 7.027028 45.721532, 7.012164 45.716503, 7.010228 45.708273, 6.995877 45.696217))"
ITALY_VINIDEA,VC_29_IT,"Island Wine from Lipari, Aeolian Islands",Aeolian Islands,Lipari,83041,IT,083041,POINT (14.916064447583057 38.52691454868521),"MULTIPOLYGON (((15.222148 38.811595, 15.231137 38.809628, 15.236931 38.8064, 15.239379 38.806491, 15.242858 38.803376, 15.24203 38.799819, 15.231095 38.788867, 15.227034 38.777119, 15.222426 38.777152, 15.21661 38.772174, 15.210688 38.772725, 15.200579 38.779684, 15.196249 38.779838, 15.188221 38.787916, 15.187349 38.790841, 15.189534 38.795802, 15.194567 38.796586, 15.209945 38.805728, 15.213039 38.810102, 15.21646 38.811582, 15.222148 38.811595)), ((15.070282 38.647145, 15.076298 38.643962, 15.076455 38.635483, 15.072698 38.62861, 15.068023 38.629023, 15.063448 38.627676, 15.063091 38.624275, 15.055467 38.624401, 15.053043 38.628814, 15.055244 38.635929, 15.059529 38.644651, 15.061613 38.643553, 15.064823 38.646022, 15.070282 38.647145)), ((14.990708 38.366933, 14.983245 38.366985, 14.975927 38.369325, 14.973479 38.372535, 14.968332 38.3756, 14.961544 38.381721, 14.95429 38.381901, 14.949561 38.385049, 14.948233 38.391994, 14.942018 38.39834, 14.941712 38.40119, 14.939011 38.400494, 14.936459 38.403497, 14.940041 38.404309, 14.938933 38.407113, 14.940092 38.410287, 14.946098 38.413949, 14.948957 38.417535, 14.947914 38.420452, 14.954024 38.418004, 14.956434 38.419686, 14.9533 38.422851, 14.95362 38.428165, 14.956117 38.430875, 14.960198 38.43245, 14.962986 38.430963, 14.96884 38.425932, 14.967779 38.422783, 14.960072 38.419023, 14.960245 38.413988, 14.963808 38.412194, 14.969298 38.413876, 14.97174 38.409415, 14.976589 38.407063, 14.982306 38.410485, 14.984649 38.408672, 14.986702 38.403656, 14.990708 38.401099, 14.996022 38.397709, 14.999558 38.390283, 14.999513 38.382617, 15.006923 38.37367, 15.003894 38.373789, 15.002968 38.370199, 14.997019 38.370196, 14.992627 38.366919, 14.990708 38.366933)), ((14.930913 38.461384, 14.927297 38.462169, 14.920123 38.462523, 14.915522 38.46423, 14.900159 38.478482, 14.899377 38.490648, 14.907712 38.513814, 14.923605 38.521787, 14.930913 38.520499, 14.938231 38.51963, 14.94939 38.520289, 14.960367 38.523407, 14.962372 38.521269, 14.960039 38.516996, 14.963612 38.510139, 14.964322 38.503853, 14.961791 38.498617, 14.962628 38.491155, 14.966323 38.487089, 14.97032 38.485252, 14.976327 38.486027, 14.980573 38.482896, 14.979523 38.479281, 14.975904 38.478145, 14.962999 38.476796, 14.963348 38.478584, 14.958377 38.477682, 14.954513 38.471403, 14.957654 38.469227, 14.956704 38.464382, 14.958439 38.456049, 14.962487 38.453291, 14.959495 38.44744, 14.959111 38.443259, 14.956519 38.439724, 14.953048 38.439346, 14.95012 38.441951, 14.946627 38.440882, 14.943126 38.443235, 14.942642 38.449218, 14.938467 38.453422, 14.933142 38.4609, 14.930913 38.461384)), ((14.547552 38.585468, 14.55288 38.585915, 14.561657 38.58477, 14.569034 38.581982, 14.575717 38.581283, 14.580778 38.574628, 14.579755 38.564732, 14.581558 38.560995, 14.58773 38.558454, 14.592651 38.559297, 14.593354 38.555689, 14.585577 38.553137, 14.582656 38.555894, 14.576152 38.557552, 14.572047 38.557002, 14.569158 38.55855, 14.555655 38.557712, 14.55264 38.562194, 14.54689 38.566237, 14.541462 38.572097, 14.539236 38.577585, 14.541897 38.583419, 14.547552 38.585468)), ((14.363226 38.55415, 14.366374 38.550746, 14.366092 38.54604, 14.36399 38.538803, 14.359896 38.532035, 14.356601 38.530828, 14.348625 38.530761, 14.344723 38.53174, 14.341455 38.534257, 14.338809 38.54312, 14.340099 38.548503, 14.344949 38.552835, 14.348907 38.554091, 14.35844 38.554878, 14.363226 38.55415)))"
ITALY_VINIDEA,VC_30_IT,"Volcanic Wine (Sicily-Etna)",0,CASTIGLIONE DI SICILIA,87014,IT,087014,POINT (15.084396058482056 37.85614923776553),"POLYGON ((15.016978 37.764903, 14.994383 37.751182, 15.008418 37.818137, 15.009807 37.85186, 15.020322 37.867725, 15.019462 37.877929, 15.023093 37.885547, 15.019109 37.896373, 15.021533 37.898118, 15.028016 37.897317, 15.043912 37.894084, 15.058145 37.898298, 15.066703 37.899928, 15.071506 37.904021, 15.083386 37.902205, 15.111717 37.905612, 15.130275 37.897138, 15.133569 37.892723, 15.150511 37.89553, 15.161501 37.88964, 15.175545 37.875702, 15.188434 37.874921, 15.195878 37.867083, 15.209582 37.860117, 15.222911 37.846702, 15.226816 37.842507, 15.17476 37.846088, 15.136014 37.868063, 15.129106 37.859741, 15.117022 37.854806, 15.121182 37.843689, 15.099135 37.833524, 15.078499 37.816542, 15.030877 37.80815, 15.01555 37.799103, 15.009232 37.782835, 15.008801 37.772183, 15.016978 37.764903))"
ITALY_VINIDEA,VC_33_IT,"""Wine & Tourism 2"" (Liguria-5Terre)",0,RIOMAGGIORE,11024,IT,011024,POINT (9.74513316051087 44.10704150348501),"POLYGON ((9.764446 44.105994, 9.764845 44.095648, 9.774074 44.089623, 9.76595 44.083343, 9.759877 44.084749, 9.756674 44.090516, 9.740116 44.092456, 9.737883 44.097629, 9.726551 44.106843, 9.725184 44.112297, 9.71668 44.118086, 9.729421 44.128449, 9.743782 44.125118, 9.764446 44.105994))"
ITALY_VINIDEA,VC_34_IT,Grapevine on terraces- Valtellina,Central Eastern Alps,Castione Andevenno,14015,IT,014015,POINT (9.806135682437436 46.18432219936369),"POLYGON ((9.790722 46.218784, 9.81614 46.208477, 9.818174 46.20117, 9.82437 46.199017, 9.827288 46.192622, 9.829015 46.159725, 9.803407 46.161039, 9.786351 46.156975, 9.783074 46.169286, 9.790009 46.178808, 9.787792 46.18676, 9.790722 46.218784))"
ITALY_VINIDEA,VC_37_IT,Central Appenninian (Abruzzo),0,OFENA,66060,IT,066060,POINT (13.757467670524 42.33150514587084),"MULTIPOLYGON (((13.765594 42.364011, 13.747955 42.375899, 13.742495 42.385313, 13.735968 42.389585, 13.737941 42.402511, 13.74142 42.404109, 13.747312 42.398774, 13.751221 42.393639, 13.74875 42.388681, 13.757091 42.383695, 13.775519 42.385821, 13.785144 42.379052, 13.794384 42.38117, 13.803667 42.378205, 13.809311 42.372498, 13.812848 42.368252, 13.807645 42.367139, 13.799141 42.365804, 13.801768 42.359896, 13.795739 42.358235, 13.782665 42.373587, 13.765594 42.364011)), ((13.730108 42.283541, 13.719554 42.30264, 13.727431 42.306609, 13.740284 42.307003, 13.719116 42.336803, 13.727138 42.342909, 13.747096 42.346969, 13.762865 42.33988, 13.769148 42.325081, 13.786849 42.311965, 13.787002 42.3064, 13.791124 42.30206, 13.790446 42.295656, 13.741497 42.28378, 13.730108 42.283541)))"
ITALY_VINIDEA,VC_40_IT,PEFC certified wood from collective forests management,Eastern Alps,Ampezzo and Sauris  (2 adjacent municipalities),030003 and 030107 (2 municipalities),IT,030003,POINT (12.751088855659688 46.418890848813746),"POLYGON ((12.692117 46.452525, 12.717442 46.447698, 12.769436 46.451112, 12.770195 46.457068, 12.762362 46.469613, 12.770738 46.479032, 12.77432 46.480336, 12.792947 46.462569, 12.811208 46.449909, 12.81439 46.430239, 12.812874 46.413895, 12.815455 46.40793, 12.791799 46.404367, 12.788156 46.397286, 12.77252 46.396689, 12.7705 46.387787, 12.783761 46.377192, 12.768475 46.367475, 12.751762 46.364098, 12.73898 46.365723, 12.693127 46.34375, 12.694021 46.347959, 12.702672 46.353501, 12.708651 46.364804, 12.739907 46.385878, 12.73259 46.392085, 12.738157 46.40048, 12.732456 46.407194, 12.695029 46.408126, 12.679612 46.416541, 12.681213 46.425011, 12.678774 46.441937, 12.6832 46.448073, 12.692117 46.452525))"
ITALY_VINIDEA,VC_42_IT,La Cattedra- Commons farming for social and educational purposes-  Asiago Plateau,Central Alps ,Roana,24085,IT,024085,POINT (11.443673779914423 45.8820002873368),"POLYGON ((11.48989 45.820766, 11.468853 45.821854, 11.466647 45.812447, 11.459381 45.812309, 11.451325 45.820007, 11.44698 45.833606, 11.437866 45.828085, 11.435524 45.820098, 11.424724 45.825032, 11.422238 45.831363, 11.413239 45.835677, 11.388436 45.829836, 11.385215 45.840332, 11.400927 45.846004, 11.404111 45.849916, 11.402783 45.853743, 11.407616 45.854168, 11.415407 45.855966, 11.426228 45.863477, 11.407836 45.887637, 11.404183 45.908079, 11.399377 45.917888, 11.406425 45.931965, 11.404379 45.944521, 11.416581 45.951021, 11.436764 45.946527, 11.452323 45.953393, 11.45924 45.945136, 11.465269 45.931118, 11.479669 45.919672, 11.471499 45.910076, 11.471967 45.901271, 11.487064 45.880724, 11.488864 45.870351, 11.484561 45.861337, 11.4867 45.856022, 11.484697 45.85082, 11.48989 45.820766))"
ITALY_VINIDEA,VC_45_IT,Biodistretto Val di Vara (Organic district in Val di Vara) ,Central Alps ,Varese Ligure,11029,IT,011029,POINT (9.583603365433492 44.37799063125546),"POLYGON ((9.64086 44.290055, 9.62938 44.301378, 9.617748 44.302377, 9.612425 44.305729, 9.604904 44.310465, 9.592215 44.306086, 9.568767 44.308384, 9.573581 44.321522, 9.567429 44.32255, 9.565659 44.322845, 9.562801 44.330834, 9.575651 44.33604, 9.578693 44.34182, 9.593102 44.342185, 9.596249 44.350601, 9.589847 44.358507, 9.569042 44.370371, 9.552722 44.376056, 9.526889 44.364288, 9.518191 44.355169, 9.497015 44.366669, 9.490333 44.381818, 9.48323 44.380903, 9.474096 44.384818, 9.471672 44.394957, 9.465763 44.401566, 9.47906 44.40924, 9.483605 44.41784, 9.49384 44.42345, 9.534562 44.428332, 9.54881 44.427319, 9.556751 44.4391, 9.576853 44.43464, 9.583602 44.428252, 9.597981 44.436001, 9.603574 44.435856, 9.611822 44.426982, 9.62355 44.421597, 9.636987 44.414289, 9.656325 44.410026, 9.663265 44.399672, 9.663761 44.391459, 9.675005 44.364695, 9.658436 44.353999, 9.652772 44.346071, 9.642698 44.342401, 9.646826 44.327212, 9.651839 44.32255, 9.654235 44.315388, 9.652326 44.310089, 9.643661 44.305729, 9.640131 44.303953, 9.646174 44.295731, 9.64086 44.290055))"
NMK,VC_01_NMK,Juniper essential oil (North Macedonia) ,Mountain Meleshevija ,Berovo;Pehčevo,MK00201;MK00208;,MK;MK;,MK00201;MK00208;,POINT (22.83827960820973 41.69137880516686),"POLYGON ((22.64377 41.650679, 22.640772 41.665881, 22.64604 41.671575, 22.648581 41.682027, 22.660365 41.69033, 22.652462 41.699202, 22.645033 41.701218, 22.637195 41.727843, 22.640669 41.735654, 22.648507 41.741726, 22.666415 41.745962, 22.669697 41.737894, 22.674089 41.738199, 22.6793 41.744476, 22.682462 41.754683, 22.695241 41.765154, 22.696381 41.772436, 22.693733 41.780267, 22.702133 41.793234, 22.702668 41.802042, 22.698542 41.806948, 22.696709 41.817452, 22.713873 41.820598, 22.743659 41.811582, 22.752424 41.816432, 22.759481 41.80879, 22.767497 41.808367, 22.779307 41.802913, 22.787481 41.803098, 22.784685 41.809128, 22.788783 41.813748, 22.800753 41.812751, 22.814687 41.819521, 22.840699 41.822431, 22.836976 41.827041, 22.854243 41.842184, 22.853175 41.857085, 22.884199 41.867737, 22.892586 41.876904, 22.901934 41.877642, 22.916019 41.87595, 22.926716 41.862601, 22.932053 41.850019, 22.937189 41.847157, 22.936682 41.841473, 22.942901 41.828533, 22.941142 41.817633, 22.955278 41.794871, 22.964639 41.788037, 22.964569 41.773983, 22.969777 41.770693, 22.98946 41.770645, 22.994639 41.767092, 23.007303 41.768574, 23.012701 41.759598, 23.030945 41.729276, 23.034123 41.709444, 23.021904 41.701575, 23.013415 41.691822, 23.007408 41.682751, 22.995538 41.674293, 22.982956 41.65701, 22.983396 41.648007, 22.96186 41.647396, 22.952031 41.641513, 22.949336 41.63192, 22.953115 41.61725, 22.949584 41.597131, 22.954314 41.586176, 22.959686 41.584495, 22.96471 41.578449, 22.966453 41.568991, 22.97194 41.56248, 22.968875 41.554431, 22.969814 41.546692, 22.969722 41.54333, 22.963951 41.543764, 22.960257 41.543116, 22.960115 41.540371, 22.958622 41.538006, 22.958351 41.535427, 22.959489 41.532963, 22.960233 41.530471, 22.968328 41.519835, 22.962275 41.518827, 22.946206 41.527096, 22.903881 41.521291, 22.886442 41.53039, 22.87542 41.523342, 22.866822 41.532217, 22.864827 41.540187, 22.855741 41.542608, 22.838239 41.532919, 22.826684 41.532571, 22.821239 41.527872, 22.813077 41.52847, 22.807893 41.537596, 22.793989 41.541359, 22.781042 41.552945, 22.766307 41.559308, 22.767483 41.571837, 22.718116 41.586762, 22.694714 41.584048, 22.704746 41.612812, 22.703311 41.624118, 22.672882 41.642697, 22.659627 41.640627, 22.64453 41.630109, 22.641611 41.640892, 22.64377 41.650679))"
